stock_name,industry,cap,market_cap,pe_ratio,pb_ratio,div_yield,book_value,eps,roe
Glenmark Pharmaceuticals,Pharmaceuticals,Large Cap,24627.64,0.0,2.64,0.29,330.5509008,-25.22,6.4754
EIH,Hotels & Leisure,Large Cap,24664.36,49.3,7.04,0.28,56.0481866,8.0,12.0991
360 One Wam,Capital Markets,Large Cap,24922.55,34.74,7.63,9.86,91.0692793,20.01,21.3393
Endurance Technologies (CN),Auto Components,Large Cap,25090.03,41.35,5.46,0.39,326.4066463,43.14,12.2568
Hitachi Energy India,Electrical Equip.,Large Cap,25152.46,249.25,20.54,0.06,288.9518489,23.81,6.74
CreditAccess Grameen,Consumer Finance,Large Cap,24825.52,18.45,4.28,0.0,364.1757241,84.51,20.7707
Hatsun Agro Product,Food Products,Large Cap,24887.66,103.65,16.99,0.54,65.7797001,10.78,15.6392
NBCC (India),Construction,Large Cap,24228.0,64.71,12.13,0.4,11.0953044,2.08,20.8257
Kansai Nerolac Paints,Chemicals,Large Cap,24603.03,21.15,4.63,0.59,65.7249155,14.39,11.5041
Apar Industries,Industrial Conglomerates,Large Cap,24694.28,29.69,7.13,0.62,862.2041013,207.03,31.8244
Sun TV Network,Media,Large Cap,24608.61,13.02,2.44,2.4,255.8415578,47.97,18.465
Grindwell Norton,Machinery,Large Cap,24225.54,62.07,13.16,0.66,166.2614342,35.25,20.5124
Aster DM Healthcare,Health Care,Large Cap,23427.16,72.27,5.36,0.0,87.5457202,6.49,7.0674
Ratnamani Metals & Tubes,Metals & Mining,Large Cap,21812.63,35.06,7.74,0.39,402.1376049,88.77,22.0892
Tata Motors - DVR Ordinary,Auto Manufacturers,,,,,,,,
Birlasoft,Software,Large Cap,23231.17,41.8,8.53,0.41,98.7484943,20.14,13.8884
Cyient,IT Services,Large Cap,22738.45,34.62,5.63,1.26,364.2890734,59.26,16.4854
JB Chemicals & Pharmaceuticals,Pharmaceuticals,Large Cap,25627.9,49.84,9.43,0.54,175.1016111,33.14,17.9128
Motilal Oswal Financial Services,Capital Markets,Large Cap,27244.97,14.47,3.65,0.54,502.5592206,126.76,19.4157
Brigade Enterprises,,Large Cap,23516.6,74.71,6.97,0.2,146.0051269,13.62,8.8162
Sonata Software,IT Services,Large Cap,22313.4,71.56,15.49,0.98,51.3574819,11.12,33.0352
Cochin Shipyard,Machinery,Large Cap,22039.59,39.09,4.69,0.6,178.7601356,21.43,8.2496
Sundram Fasteners,Auto Components,Large Cap,23123.58,44.95,7.19,0.78,152.9747191,24.48,15.6435
Five-Star Business Finance,Consumer Finance,Large Cap,22483.76,29.25,4.75,0.0,162.0469396,26.3,14.8425
SKF India,Machinery,Large Cap,22367.22,44.78,9.37,0.88,483.0656075,101.03,20.2661
Aarti Industries,Chemicals,Large Cap,25197.66,58.07,5.01,0.36,138.7364424,11.97,8.8791
Trident,Textiles,Large Cap,23013.84,54.41,5.54,0.8,8.1443707,0.83,11.0598
IIFL Finance,,Large Cap,23125.23,12.83,2.33,0.66,259.9066423,47.28,17.0592
Gillette India,Personal Products,Large Cap,21817.05,55.79,21.17,1.27,316.2473151,120.0,37.946
Blue Star,Building Products,Large Cap,25423.24,53.0,10.81,0.45,114.3960987,23.33,13.4485
Ircon International,Construction,Large Cap,21232.14,22.6,3.83,1.33,58.9388663,9.99,15.9575
JBM Auto,Auto Components,Large Cap,23820.29,157.63,22.35,0.06,90.1408266,12.78,12.8362
Aditya Birla Fashion & Retail,Specialty Retail,Large Cap,21915.8,0.0,7.46,0.0,30.9679856,-6.17,-16.7293
Timken India,Machinery,Large Cap,21309.09,59.98,9.65,0.05,293.5014479,47.23,16.2277
Radico Khaitan,Beverages,Large Cap,22944.22,91.42,9.95,0.17,172.4481158,18.77,10.2777
Laurus Labs,Pharmaceuticals,Large Cap,21539.77,114.51,5.35,0.5,74.7706578,3.49,9.1275
Carborundum Universal,Chemicals,Large Cap,21188.18,45.71,7.4,0.31,150.5657252,24.37,16.1076
Relaxo Footwears,Apparel & Luxury,Large Cap,20949.43,103.51,11.04,0.3,76.2293981,8.13,10.2185
Gujarat State Petronet,Gas Utilities,Large Cap,21307.44,13.68,2.14,1.32,176.4683113,27.61,15.2863
Pfizer,Pharmaceuticals,Large Cap,20976.02,41.77,6.41,0.87,715.4426217,109.76,15.9732
Piramal Enterprises,Financial Services,Large Cap,20089.43,0.0,0.7,3.68,1277.9159579,-89.76,13.6066
Cholamandalam Financial Holdings,Consumer Finance,Large Cap,20140.07,12.08,2.38,0.05,451.3527692,88.79,18.0795
Ramco Cements Limited,Building Materials,Large Cap,20529.08,53.76,2.92,0.23,297.6320793,16.16,4.9603
Sanofi India,Pharmaceuticals,Large Cap,20376.37,34.17,28.14,6.43,314.4724273,258.97,79.4118
Emami,Personal Products,Large Cap,20267.58,28.18,8.42,1.74,54.6332074,16.33,29.0053
PNB Housing Finance,,Mid Cap,19966.89,14.81,1.41,0.0,547.1991188,51.91,8.999
Dr Lal PathLabs,Health Care,Large Cap,20619.03,62.5,11.63,0.24,212.2931783,39.52,17.0071
Bata India,Apparel & Luxury,Mid Cap,18394.22,69.54,13.11,0.94,109.1668579,20.58,22.4065
Atul,Chemicals,Mid Cap,18798.64,52.48,3.84,0.51,1660.7760534,121.36,8.0041
Kajaria Ceramics,Building Products,Large Cap,20066.55,46.91,8.02,0.71,157.166429,26.86,15.8937
Castrol India,Chemicals,Large Cap,20563.85,23.79,9.69,0.0,21.4502394,8.74,40.7284
Central Depository Services (India),Capital Markets,Mid Cap,19605.77,55.54,15.98,0.85,117.4087177,33.78,26.0954
Swan Energy,Textiles,Mid Cap,19199.96,69.29,7.6,0.01,95.7552905,10.5,7.0811
NMDC Steel Ltd.,Metals & Mining,Mid Cap,18650.38,0.0,1.1,0.0,57.726889,-2.39,-0.7749
Signatureglobal (India),,Mid Cap,19141.07,0.0,32.53,0.0,41.8766761,-1.24,-10.9634
Sumitomo Chemical India,Chemicals,Mid Cap,18857.73,56.81,7.47,0.32,50.6060366,6.65,14.5582
Elgi Equipments,Machinery,Large Cap,20299.61,50.04,13.88,0.31,46.1358569,12.8,27.4904
RITES,Professional Services,Mid Cap,18211.28,39.47,7.05,2.71,107.431195,19.2,18.642
Shyam Metalics and Energy,Metals & Mining,Mid Cap,18746.5,17.41,1.97,0.24,341.763496,38.57,12.4672
CESC,Electric Utilities,Mid Cap,17517.41,12.43,1.52,3.42,86.751762,10.63,12.5826
IDFC,Capital Markets,Mid Cap,18935.82,4.64,1.56,10.14,75.7912025,25.53,5.2895
Alembic Pharmaceuticals,Pharmaceuticals,Mid Cap,19706.44,33.38,4.41,0.8,227.4085054,30.03,11.8944
Jyothy Labs,Household Products,Mid Cap,17343.26,49.51,10.58,0.64,44.6405849,9.54,19.9397
Piramal Pharma Ltd.,Pharmaceuticals,Mid Cap,17800.27,0.0,2.29,0.0,58.6406825,-0.25,-1.7225
CIE Automotive India,Auto Components,Mid Cap,18338.38,61.42,3.6,0.52,134.3982083,7.87,13.0219
Devyani International,Restaurants,Mid Cap,19143.01,165.36,18.49,0.0,8.5879941,0.96,22.0383
Crompton Greaves Consumer Electricals,Household Durables,Mid Cap,18203.94,42.06,6.67,1.05,42.6457506,6.76,15.8226
Tata Teleservices (Maharashtra),Telecom Services,Mid Cap,17752.72,0.0,0.0,0.0,-97.9223297,-6.12,6.1028
Zee Entertainment Enterprises,Media,Mid Cap,17625.53,0.0,1.63,2.18,112.3372596,-0.71,2.8911
Krishna Institute of Medical Sciences,Health Care,Mid Cap,17935.83,53.07,9.89,0.0,226.573151,42.23,18.8659
Aptus Value Housing Finance India,,Mid Cap,17699.33,30.35,5.0,0.56,70.9525598,11.69,15.5692
Kaynes Technology India,Tech Hardware,Mid Cap,17865.74,124.56,7.4,0.0,377.9690544,22.44,11.9212
KEC International,Construction,Mid Cap,17204.35,64.41,4.48,0.45,149.5286494,10.39,4.8887
Multi Commodity Exchange of India,Capital Markets,Mid Cap,18285.8,25610.36,13.74,0.53,261.0294118,0.14,3.3675
Cello World,Household Durables,Mid Cap,17701.13,66.51,51.3,0.0,16.2589566,12.54,0.0
Chalet Hotels,Hotels & Leisure,Mid Cap,17618.37,75.81,10.42,0.0,82.2638846,11.31,13.5912
TVS Holdings,Auto Components,Mid Cap,17833.59,22.23,7.42,0.67,1187.8675851,396.5,29.1993
IRB Infrastructure Developers,Construction,Large Cap,40570.0,73.82,2.98,0.3,22.508771,0.91,3.6859
Vinati Organics,Chemicals,Mid Cap,17177.45,49.36,7.43,0.42,225.0388375,33.86,16.3417
Himadri Speciality Chemical,Chemicals,Mid Cap,15926.7,42.82,6.25,0.07,57.8290819,8.44,12.9036
Cochin Shipyard,Machinery,Large Cap,22039.59,39.09,4.69,0.6,178.7601356,21.43,8.2496
Whirlpool of India,Household Durables,Mid Cap,16899.08,83.62,4.73,0.38,281.8830299,15.93,5.5597
Capri Global Capital,Consumer Finance,Mid Cap,19669.66,75.16,5.34,0.05,178.596413,12.69,6.2759
Indiamart Intermesh,Trading Companies,Mid Cap,16985.58,58.53,10.99,0.36,252.5152151,47.4,20.7859
Century Plyboards (India),Paper & Wood Prods,Mid Cap,16627.43,46.0,8.02,0.13,93.3277352,16.27,18.3592
Suven Pharmaceuticals,Pharmaceuticals,Mid Cap,17054.58,45.98,8.81,0.9,76.0278958,14.57,22.313
RR Kabel,Electrical Equip.,Mid Cap,16920.56,59.45,9.85,0.25,152.2402462,25.23,25.2461
Affle (India),Media,Mid Cap,16287.88,59.84,6.95,0.0,167.1055218,19.42,16.591
Olectra Greentech,Electrical Equip.,Mid Cap,16444.88,182.47,18.85,0.02,106.3101437,10.98,8.884
Jindal SAW,Metals & Mining,Mid Cap,16046.86,10.53,1.78,0.6,282.4407988,47.67,13.3648
Century Textile and Industries,Paper & Wood Prods,Mid Cap,15814.99,82.27,4.2,0.35,336.749432,17.21,2.0366
Alok Industries,Textiles,Mid Cap,14458.78,0.0,0.0,0.0,-38.9154893,-1.87,4.908
Natco Pharma,Pharmaceuticals,Mid Cap,18394.58,14.4,3.47,0.55,295.5460787,71.34,21.2978
Astrazeneca Pharma India,Pharmaceuticals,Mid Cap,13755.5,98.75,21.0,0.29,261.98604,55.72,26.4126
Jammu & Kashmir Bank,Banks,Mid Cap,15862.53,9.85,1.51,0.33,95.3233102,14.62,15.34176255947971
Manappuram Finance,Consumer Finance,Mid Cap,15790.24,7.74,1.49,1.61,124.9011481,24.11,17.5916
Redington,Tech Hardware,Mid Cap,15420.5,12.82,2.24,3.65,88.22743,15.39,18.0076
Kalpataru Projects International,Construction,Mid Cap,15644.38,31.23,3.24,0.73,297.6056478,30.84,8.8977
RBL Bank,Banks,Mid Cap,15844.97,13.27,1.12,0.0,234.0144718,19.76,8.443328003455216
INOX Wind,Electrical Equip.,Mid Cap,19252.15,0.0,11.68,0.0,50.5880075,-6.27,-29.8846
Navin Fluorine International,Chemicals,Mid Cap,15730.98,46.75,6.94,0.38,457.101461,67.87,16.1074
HBL Power Systems,Electrical Equip.,Mid Cap,14924.18,63.72,14.09,0.08,38.2211368,8.45,16.8899
Finolex Cables,Electrical Equip.,Mid Cap,15280.93,23.85,3.32,0.7,300.7295388,41.89,14.0003
DCM Shriram,Chemicals,Mid Cap,15329.91,29.71,2.46,1.43,399.1251007,33.09,9.9222
Jupiter Wagons,Machinery,Mid Cap,15199.2,57.24,10.45,0.13,35.2719636,6.44,21.7669
Chambal Fertilisers & Chemicals,Chemicals,Mid Cap,15331.02,12.04,1.99,2.04,185.1379741,30.59,14.7651
Lakshmi Machine Works,Machinery,Mid Cap,15942.72,39.68,6.29,0.66,2373.1189741,376.1,16.4095
Anand Rathi Wealth Ltd.,Capital Markets,Mid Cap,15238.26,72.23,27.55,0.33,132.2238265,50.44,35.5015
BLS International Services,,Mid Cap,14921.49,49.51,15.67,0.21,23.1233033,7.32,28.1038
Welspun Living,Textiles,Mid Cap,14926.98,22.59,3.56,0.07,43.1927784,6.8,12.5334
Clean Science and Technology,Chemicals,Mid Cap,14791.51,58.18,13.56,0.36,102.6389759,23.93,25.2586
Nuvama Wealth Management,Capital Markets,Mid Cap,14728.87,27.79,5.96,0.0,701.6034262,150.45,17.6276
Amara Raja Energy & Mobility,Electrical Equip.,Mid Cap,14737.7,18.14,2.6,0.71,331.364581,47.57,13.7764
Welspun Corp,Metals & Mining,Mid Cap,14259.54,13.23,2.82,0.92,192.9851863,41.19,16.0251
Poly Medicure,Health Care,Mid Cap,15157.77,60.95,11.33,0.19,139.4590805,25.92,17.4664
Honasa Consumer,Personal Products,Mid Cap,14332.21,0.0,11.87,0.0,37.5228708,-2.45,8.9203
Jaiprakash Power Ventures,Energy,Mid Cap,13960.5,35.74,1.3,0.0,15.6216578,0.57,0.4759
Concord Biotech,Pharmaceuticals,Mid Cap,15315.29,50.29,11.31,0.47,129.4549667,29.11,22.4745
KPR Mill,Apparel & Luxury,Large Cap,24926.79,31.11,6.17,0.29,118.2810359,23.44,19.5102
Triveni Turbine,Electrical Equip.,Mid Cap,14622.34,58.82,16.48,0.0,27.913562,7.82,26.2659
Chennai Petroleum Corporation,"Oil, Gas & Fuels",Mid Cap,14163.71,4.53,1.81,2.84,525.4756452,210.19,37.175
HFCL,Telecom Services,Mid Cap,14352.02,49.24,4.03,0.19,24.9146488,2.04,8.5812
Blue Dart Express,Air Freight & Logistics,Mid Cap,15027.85,51.35,12.35,0.47,512.6801517,123.33,24.0371
Computer Age Management Services,,Mid Cap,14202.61,43.74,17.68,1.3,163.4967693,66.08,38.4808
Indiabulls Housing Finance,,Mid Cap,13975.82,12.07,0.63,0.42,299.5337895,15.67,6.2184
Firstsource Solutions,,Mid Cap,14029.72,26.85,3.82,1.74,52.2073043,7.42,15.0347
Karur Vysya Bank,Banks,Mid Cap,15138.31,10.18,1.65,1.06,114.0069892,18.5,16.222973784853004
Schneider Electric Infrastructure,Electrical Equip.,Mid Cap,13346.56,62.51,60.51,0.0,9.2254287,8.93,75.3183
V Guard Industries,Electrical Equip.,Mid Cap,13501.93,57.7,8.02,0.42,38.7569011,5.39,12.7888
RHI Magnesita India Ltd.,Building Materials,Mid Cap,13211.96,0.0,3.25,0.36,196.8538291,-25.25,3.8385
Aditya Birla Sun Life Amc,Capital Markets,Mid Cap,13809.49,19.52,5.04,2.14,95.1107226,24.56,24.2524
Great Eastern Shipping Company,"Oil, Gas & Fuels",Mid Cap,13554.31,5.58,1.22,3.03,780.9272863,170.28,22.6034
KSB,Machinery,Mid Cap,14218.67,67.81,11.91,0.37,343.0077564,60.24,16.6332
Finolex Industries,Chemicals,Mid Cap,14001.06,29.46,2.5,0.66,90.4152167,7.66,8.1882
Sterling and Wilson Renewable Energy,Construction,Mid Cap,13672.07,0.0,12.43,0.0,47.2164445,-27.07,167.2212
Tanla Platforms,Software,Mid Cap,13366.06,24.83,7.65,1.01,130.025586,40.05,29.4494
Bikaji Foods International,Food Products,Mid Cap,13451.78,71.82,12.85,0.14,41.8101088,7.48,17.3184
DB Realty,,Mid Cap,13326.73,10.46,3.57,0.0,74.4107901,25.41,2.7285
Godfrey Phillips India,Tobacco,Mid Cap,13255.07,16.24,3.5,1.73,729.1100159,156.94,21.179
PVR Inox,Entertainment,Mid Cap,13536.46,0.0,1.82,0.0,757.61844,-24.04,-3.0721
Jindal Stainless (Hisar) Ltd. - (Amalgamated),Metals & Mining,Mid Cap,13230.04,8.94,2.42,0.0,231.9195644,62.69,30.1249
Gujarat Mineral Development Corporation,"Oil, Gas & Fuels",Mid Cap,12964.86,15.03,2.23,2.81,182.999305,27.12,17.3849
Sobha,,Mid Cap,13666.81,150.73,5.49,0.21,262.7042484,9.56,4.3096
BEML,Machinery,Mid Cap,13077.25,71.59,5.52,0.32,568.475024,43.87,8.4811
Zensar Technologies,IT Services,Mid Cap,12138.26,19.87,3.73,0.93,143.5570682,26.97,16.169
BASF India,Chemicals,Mid Cap,14495.66,29.93,4.95,0.24,676.4795565,111.86,12.1158
Amber Enterprises India,Household Durables,Mid Cap,13296.56,93.51,6.8,0.0,580.5537627,42.2,8.0175
Asahi India Glass,Auto Components,Mid Cap,13208.84,40.88,5.96,0.37,91.2036199,13.29,15.4941
Ramkrishna Forgings,Metals & Mining,Mid Cap,13024.92,41.22,5.12,0.25,140.7573311,17.48,18.7897
Fine Organic Industries,Chemicals,Mid Cap,13200.65,29.55,7.71,0.21,558.7918882,145.72,26.7801
IFCI,Financial Services,Mid Cap,13585.82,0.0,3.61,37.98,15.1308358,-1.13,-5.4805
Birla Corporation,Building Materials,Mid Cap,13222.23,42.35,2.46,0.15,696.8082067,40.54,2.4353
Indian Energy Exchange,Capital Markets,Mid Cap,12987.5,37.93,14.88,0.69,9.7866803,3.84,37.5713
Rainbow Children's Medicare,Health Care,Mid Cap,12701.41,57.83,11.15,0.24,112.2564285,21.64,18.9056
Shriram City Union Finance Ltd. -  (Amalgamated),Consumer Finance,Mid Cap,12895.04,9.45,1.28,1.91,1508.44998,203.48,13.4898
JK Tyre & Industries,Auto Components,Mid Cap,13389.46,18.46,3.14,0.37,163.5366166,27.82,15.143
Tejas Networks,Tech Hardware,Mid Cap,12746.52,0.0,4.24,0.0,176.4776666,-5.6,-2.1796
Titagarh Railsystems,Machinery,Mid Cap,12881.55,50.42,6.18,0.05,154.7894664,18.97,15.395
Akzo Nobel India,Chemicals,Mid Cap,12891.1,31.19,9.64,2.29,293.5948825,90.75,29.6592
Aegis Logistics,"Oil, Gas & Fuels",Mid Cap,15398.37,29.97,4.22,1.31,103.860114,14.64,13.9622
Westlife Foodworld Ltd,Restaurants,Mid Cap,12876.43,145.38,22.86,0.42,36.1232645,5.68,19.1144
Happiest Minds Technologies,IT Services,Mid Cap,12724.08,54.37,9.12,0.61,91.5899985,15.37,16.6445
MMTC,Trading Companies,Mid Cap,11749.5,89.01,8.12,0.0,9.6438,0.88,9.3329
Vardhman Textiles,Textiles,Mid Cap,12851.82,21.8,1.45,0.79,305.5689646,20.39,6.0205
Maharashtra Seamless,Metals & Mining,Mid Cap,12788.16,11.59,2.48,0.52,385.1929541,82.32,19.1005
Intellect Design Arena,Software,Mid Cap,12739.41,37.59,5.7,0.27,163.6114376,24.79,14.1564
Railtel Corporation of India,Telecom Services,Mid Cap,12153.94,56.69,7.05,0.67,53.6794092,6.68,10.8881
NCC,Construction,Mid Cap,14161.08,21.38,2.26,0.98,100.0102483,10.55,9.5466
Network18 Media & Investments,Media,Mid Cap,11720.59,0.0,0.9,0.0,124.8870792,-1.86,-1.1032
Engineers India,Construction,Mid Cap,12218.8,23.5,5.65,1.38,38.4748124,9.25,21.8585
Authum Investment & Infrastructure,Capital Markets,Mid Cap,13678.48,2.93,1.93,0.0,417.4524028,275.16,29.1283
Sun Pharma Advanced Research Co,Pharmaceuticals,Mid Cap,11656.82,0.0,35.14,0.0,10.2206501,-11.2,-76.4623
Bombay Burmah Trading Corporation,Food Products,Mid Cap,12314.74,0.0,3.09,0.07,571.9223756,-172.08,-10.4191
Nuvoco Vistas Corporation,Building Materials,Mid Cap,12130.81,48.87,1.37,0.0,247.9301022,6.95,6.1732
Gujarat Narmada Valley Fertilizers & Chemicals,Chemicals,Mid Cap,10254.61,14.59,1.16,4.55,568.1006305,45.23,10.5561
Sheela Foam,Household Durables,Mid Cap,11806.71,72.32,4.13,0.0,263.2981032,15.02,6.7452
Bajaj Electricals,Household Durables,Mid Cap,11736.37,76.38,8.71,0.39,117.1257616,13.35,13.1574
Anant Raj,,Mid Cap,12079.51,52.1,3.53,0.13,100.2782202,6.8,7.0488
G R Infraprojects,Construction,Mid Cap,11480.37,9.9,1.69,0.0,702.663509,119.91,18.2564
Eris Lifesciences,Pharmaceuticals,Mid Cap,12067.07,31.22,5.0,0.83,177.2843726,28.41,15.988
Mahanagar Gas,Gas Utilities,Mid Cap,14997.43,11.6,3.21,1.05,473.7287954,130.89,24.5284
RattanIndia Enterprises,,Mid Cap,11837.76,32.07,16.22,0.0,5.2812774,2.67,26.9896
Equitas Small Finance Bank,Banks,Mid Cap,12160.84,15.57,2.21,0.91,48.4257871,6.89,14.23045897915416
Elecon Engineering Company,Electrical Equip.,Mid Cap,11453.37,35.8,8.1,0.2,126.0900565,28.51,20.6545
Aether Industries,Pharmaceuticals,Mid Cap,11463.61,94.42,5.6,0.0,154.3265228,9.16,6.7994
Reliance Power,Energy,Mid Cap,9966.24,0.0,0.78,0.0,33.6566968,-3.54,-12.279
Raymond,Textiles,Mid Cap,11774.56,7.35,2.81,0.17,629.9487302,240.77,36.1068
CEAT,Auto Components,Mid Cap,11696.14,17.51,3.12,0.42,926.0251106,165.09,13.9277
eClerx Services,,Mid Cap,11388.35,22.18,5.77,0.04,402.6943197,104.74,25.6411
UTI Asset Management Company,Capital Markets,Mid Cap,11543.06,16.76,2.9,2.42,312.4212887,54.12,14.172
GE T & D India,Electrical Equip.,Large Cap,20190.82,203.23,17.79,0.0,44.3249365,3.88,4.8284
Alkyl Amines Chemicals,Chemicals,Mid Cap,11339.91,71.28,9.49,0.45,233.7288342,31.12,14.3407
Aavas Financiers,,Mid Cap,11244.09,23.67,3.2,0.0,443.9971135,60.03,13.2468
Ujjivan Small Finance Bank,Banks,Mid Cap,10970.34,8.69,2.43,2.23,23.0844566,6.45,27.92759113545343
Caplin Point Laboratories,Pharmaceuticals,Mid Cap,11949.81,27.31,5.76,0.29,273.0524986,57.62,20.1528
TV18 Broadcast,Media,Mid Cap,10005.01,265.27,0.58,0.0,100.2583496,0.22,0.5367
Supreme Petrochem,Chemicals,Mid Cap,12197.3,32.55,6.56,1.7,98.8778079,19.93,21.3506
Lemon Tree Hotels,Hotels & Leisure,Mid Cap,10746.82,85.85,12.42,0.0,10.9187179,1.58,15.0446
Can Fin Homes,,Mid Cap,10743.54,15.19,2.71,0.43,297.4992194,53.13,16.6312
Godrej Agrovet,Food Products,Mid Cap,9924.81,29.76,4.2,1.84,123.0747751,17.35,15.1393
Action Construction Equipment,Machinery,Mid Cap,13964.29,50.35,13.37,0.09,87.7106657,23.29,22.5574
JK Lakshmi Cement,Building Materials,Mid Cap,11349.28,26.72,3.9,0.39,247.3496559,36.1,12.2845
Glenmark Life Sciences,Pharmaceuticals,Mid Cap,10733.38,20.67,4.49,4.8,195.2005743,42.38,21.1368
Graphite India,Electrical Equip.,Mid Cap,11251.68,13.71,2.02,1.48,284.9933815,42.02,1.6138
RateGain Travel Technologies Ltd.,Software,Mid Cap,10304.98,79.76,7.52,0.0,116.3910222,10.97,13.2281
PNC Infratech,Construction,Mid Cap,10606.61,16.08,2.3,0.12,179.7843629,25.71,13.317
TTK Prestige,Household Durables,Mid Cap,10556.84,46.05,5.39,0.79,141.2628681,16.54,11.4434
Inox India,Machinery,Mid Cap,10672.43,58.47,19.26,1.06,61.0640511,20.11,31.5112
National Standard (India),,Mid Cap,10519.8,796.95,42.08,0.0,125.00015,6.6,4.6061
Electrosteel Castings,Building Products,Mid Cap,10503.7,17.44,2.3,0.51,76.9019521,10.13,9.1261
Granules India,Pharmaceuticals,Mid Cap,11055.65,27.97,3.73,0.33,122.4338632,16.31,13.2757
Anupam Rasayan India,Chemicals,Mid Cap,9934.32,64.35,3.79,0.27,238.722339,14.07,7.3337
EID-Parry (India),Chemicals,Mid Cap,10594.25,12.34,1.59,1.59,374.7832382,48.35,14.895
PCBL,Chemicals,Mid Cap,12324.15,25.57,3.96,1.68,82.5527146,12.77,13.8319
Data Patterns (India),Aerospace & Defense,Mid Cap,11299.24,68.09,9.4,0.22,214.6412295,29.64,12.3414
Godawari Power and Ispat,Metals & Mining,Mid Cap,10446.01,11.78,2.59,0.52,297.0593145,65.22,19.4792
Route Mobile,Software,Mid Cap,10018.11,25.78,5.01,0.69,319.5701138,62.05,18.2537
Ingersoll-Rand (India),Machinery,Mid Cap,10964.36,48.6,17.72,1.44,195.9699696,71.47,35.321
MapmyIndia - CE Info Systems,Software,Mid Cap,10105.51,81.47,16.59,0.27,112.6376969,22.94,20.1823
City Union Bank,Banks,Mid Cap,10357.84,10.58,1.31,0.71,106.5439909,13.22,12.405789189441606
Shree Renuka Sugars,Food Products,Mid Cap,10074.14,0.0,0.0,0.0,-10.706582,-2.22,24.0538
Zydus Wellness,Food Products,Mid Cap,10138.83,38.71,1.95,0.31,818.3021688,41.16,5.4004
Kirloskar Oil Engines,Machinery,Mid Cap,12936.76,34.75,5.23,0.56,170.6531432,25.69,14.9856
JM Financial,Capital Markets,Mid Cap,9904.06,14.24,1.18,2.6,88.0783662,7.28,7.2256
Usha Martin,Metals & Mining,Mid Cap,9622.22,22.75,4.47,0.79,70.6474898,13.88,18.5486
Jubilant Pharmova,Pharmaceuticals,Mid Cap,9874.21,261.54,1.83,0.81,339.6252354,2.37,-0.8244
Infibeam Avenues,,Mid Cap,9618.73,65.32,2.97,0.14,11.6652994,0.53,4.3988
Minda Corporation,Auto Components,Mid Cap,9711.41,34.87,5.17,0.3,78.5113927,11.65,14.8201
Gujarat State Fertilizers & Chemicals,Chemicals,Mid Cap,9661.09,12.64,0.78,4.12,309.7759491,19.18,8.5565
